=== STOCK ANALYSIS SUMMARY ===
Ticker,INFY
Generated,2026-05-10 12:07:26

Ticker,INFY
Period,2023-01-02 → 2024-05-24
Trading Days,365
Start Price,1613.93
End Price,7470.74
Highest Price,7785.02
Lowest Price,1612.31
Total Return %,362.89
Avg Daily Return,0.4306
Daily Volatility,1.3303
Annual Volatility,21.12
Best Day %,5.8
Worst Day %,-2.03
Positive Days,208
Negative Days,156
Sharpe Ratio,5.138
Current Rsi,58.89

=== DAILY DATA ===
Date,Open,High,Low,Close,Volume,Daily_Return,SMA_20,SMA_50,SMA_200,Volatility,RSI
2023-01-02 00:00:00,1612.57,1614.93,1612.31,1613.93,6648475,nan,nan,nan,nan,nan,nan
2023-01-03 00:00:00,1629.11,1634.98,1628.03,1630.56,1423539,1.0304040447850715,nan,nan,nan,nan,nan
2023-01-04 00:00:00,1636.39,1638.15,1630.78,1632.41,4423314,0.11345795309587459,nan,nan,nan,nan,nan
2023-01-05 00:00:00,1629.19,1642.51,1624.26,1683.97,5646293,3.1585202246984467,nan,nan,nan,nan,nan
2023-01-06 00:00:00,1673.66,1675.38,1664.93,1666.6,7399206,-1.0314910598169913,nan,nan,nan,nan,nan
2023-01-09 00:00:00,1672.22,1679.36,1670.01,1671.68,4274574,0.3048121924877023,nan,nan,nan,nan,nan
2023-01-10 00:00:00,1678.43,1692.55,1644.44,1672.84,4787363,0.06939127105665133,nan,nan,nan,nan,nan
2023-01-11 00:00:00,1673.93,1683.68,1665.39,1681.36,6793297,0.509313502785691,nan,nan,nan,nan,nan
2023-01-12 00:00:00,1669.1,1675.84,1660.74,1662.4,2745694,-1.1276585621163737,nan,nan,nan,nan,nan
2023-01-13 00:00:00,1656.44,1665.21,1646.46,1648.11,3715477,-0.8596005774783588,nan,nan,nan,nan,nan
2023-01-16 00:00:00,1643.27,1657.97,1643.1,1644.74,4834991,-0.20447664294251933,nan,nan,nan,nan,nan
