=== STOCK ANALYSIS SUMMARY ===
Ticker,GOOGL
Generated,2026-05-10 12:07:50

Ticker,GOOGL
Period,2023-01-02 → 2024-05-24
Trading Days,365
Start Price,2802.73
End Price,20128.28
Highest Price,20124.74
Lowest Price,2767.81
Total Return %,618.17
Avg Daily Return,0.5538
Daily Volatility,1.4738
Annual Volatility,23.4
Best Day %,5.38
Worst Day %,-2.87
Positive Days,220
Negative Days,144
Sharpe Ratio,5.966
Current Rsi,59.78

=== DAILY DATA ===
Date,Open,High,Low,Close,Volume,Daily_Return,SMA_20,SMA_50,SMA_200,Volatility,RSI
2023-01-02 00:00:00,2807.42,2838.04,2767.81,2802.73,5028274,nan,nan,nan,nan,nan,nan
2023-01-03 00:00:00,2814.64,2821.21,2787.81,2831.65,4081343,1.0318510880463094,nan,nan,nan,nan,nan
2023-01-04 00:00:00,2837.79,2870.25,2834.71,2837.54,4687824,0.20800593293661684,nan,nan,nan,nan,nan
2023-01-05 00:00:00,2835.36,2888.71,2819.8,2841.47,5239784,0.13850025021673318,nan,nan,nan,nan,nan
2023-01-06 00:00:00,2823.95,2859.69,2799.49,2879.55,5640791,1.3401514005074944,nan,nan,nan,nan,nan
2023-01-09 00:00:00,2868.39,2919.31,2834.15,2921.98,6500873,1.4734941223454978,nan,nan,nan,nan,nan
2023-01-10 00:00:00,2910.22,2950.74,2902.94,2927.9,5390482,0.20260234498525875,nan,nan,nan,nan,nan
2023-01-11 00:00:00,2925.54,2949.26,2902.32,2905.23,6956510,-0.7742750777007479,nan,nan,nan,nan,nan
2023-01-12 00:00:00,2876.25,2905.94,2843.84,2846.68,4383778,-2.0153309720745027,nan,nan,nan,nan,nan
2023-01-13 00:00:00,2827.8,2833.87,2819.09,2872.74,6965463,0.9154523866398812,nan,nan,nan,nan,nan
2023-01-16 00:00:00,2896.8,2913.08,2890.74,2893.63,3791194,0.7271803226188256,nan,nan,nan,nan,nan
2023-01-17 00:00:00,2910.38,2957.4,2874.45,2877.33,4960391,-0.5633062969349956,nan,nan,nan,nan,nan
2023-01-18 00:00:00,2882.17,2905.5,2869.94,2872.81,4978321,-0.15709008003947922,nan,nan,nan,nan,nan
2023-01-19 00:00:00,2882.23,2882.41,2869.65,2876.78,4867455,0.13819222294548794,nan,nan,nan,nan,nan
2023-01-20 00:00:00,2870.39,2877.82,2824.5,2903.45,4556779,0.9270781915891924,nan,nan,nan,nan,66.52
2023-01-23 00:00:00,2915.59,2925.33,2881.39,2938.02,4839046,1.1906524996125434,nan,nan,nan,nan,67.13
2023-01-24 00:00:00,2945.91,2992.19,2912.72,2915.63,5214414,-0.7620778619614521,nan,nan,nan,nan,61.94
2023-01-25 00:00:00,2945.94,3011.67,2927.14,2976.33,2298413,2.0818828177786575,nan,nan,nan,nan,67.57
2023-01-26 00:00:00,2966.64,2990.01,2948.23,2957.56,4291864,-0.6306424354826201,nan,nan,nan,nan,60.7
2023-01-27 00:00:00,2922.43,2944.29,2891.08,2937.29,8111124,-0.6853622580776042,2890.82,nan,nan,nan,52.24
2023-01-30 00:00:00,2921.09,2995.0,2912.74,2986.29,7937521,1.6682043652482381,2899.99,nan,nan,1.0332,57.58
2023-01-31 00:00:00,2964.26,2978.98,2950.46,2958.86,8966515,-0.9185310200951591,2906.35,nan,nan,1.0546,56.87
2023-02-01 00:00:00,2932.18,2939.62,2918.47,2996.74,5146974,1.2802227885063688,2914.31,nan,nan,1.0806,70.31
2023-02-02 00:00:00,3002.28,3014.03,2994.2,2997.19,5932357,0.015016317731952888,2922.1,nan,nan,1.0818,68.1
2023-02-03 00:00:00,2990.54,3001.82,2989.67,3058.79,4922909,2.0552584253917816,2931.06,nan,nan,1.1297,71.48
2023-02-06 00:00:00,3026.25,3064.44,2998.84,3001.84,4106508,-1.861847331788058,2935.05,nan,nan,1.1931,64.64
2023-02-07 00:00:00,3026.59,3091.23,2931.63,3091.43,5334858,2.9845028382591954,2943.23,nan,nan,1.3521,71.42
2023-02-08 00:00:00,3090.41,3099.23,3074.3,3131.22,5833406,1.2871066140912157,2954.53,nan,nan,1.346,73.3
2023-02-09 00:00:00,3132.9,3139.08,3128.16,3131.29,6700655,0.00223555036056311,2968.76,nan,nan,1.2271,71.93
2023-02-10 00:00:00,3142.44,3234.84,3121.83,3155.62,4971936,0.7769960623257521,2982.9,nan,nan,1.2249,71.37
2023-02-13 00:00:00,3148.26,3183.65,3118.43,3121.55,5610578,-1.0796610491757508,2994.3,nan,nan,1.2713,69.77
2023-02-14 00:00:00,3103.35,3146.17,3083.9,3157.81,6429687,1.1616024090596033,3008.32,nan,nan,1.2619,68.28
2023-02-15 00:00:00,3167.53,3190.5,3151.18,3154.33,5647883,-0.11020295711268169,3022.4,nan,nan,1.2607,70.45
2023-02-16 00:00:00,3169.48,3193.39,3131.8,3215.33,5527172,1.933849660625242,3039.33,nan,nan,1.2987,76.64
2023-02-17 00:00:00,3235.98,3236.84,3207.44,3226.39,3882646,0.34397713453984124,3055.48,nan,nan,1.2967,74.81
2023-02-20 00:00:00,3213.32,3217.97,3187.86,3194.5,2159577,-0.9884111964145625,3068.3,nan,nan,1.33,74.12
2023-02-21 00:00:00,3198.58,3198.62,3172.45,3241.72,6406355,1.4781655971200403,3084.6,nan,nan,1.3188,74.61
2023-02-22 00:00:00,3210.45,3234.94,3185.76,3188.94,6244212,-1.6281480201868037,3095.23,nan,nan,1.351,67.43
2023-02-23 00:00:00,3185.23,3193.66,3121.41,3226.67,3141112,1.1831517682991954,3108.69,nan,nan,1.3423,65.95
2023-02-24 00:00:00,3227.83,3236.78,3183.91,3187.09,470731,-1.226651625359887,3121.18,nan,nan,1.3714,68.2
2023-02-27 00:00:00,3190.61,3248.06,3151.08,3204.95,4262545,0.5603858064880507,3132.11,nan,nan,1.3403,62.98
2023-02-28 00:00:00,3220.47,3251.82,3205.12,3253.99,6590314,1.5301330753989983,3146.87,nan,nan,1.3289,63.75
2023-03-01 00:00:00,3307.87,3320.85,3291.03,3307.17,2346386,1.6343012732061402,3162.39,nan,nan,1.3423,67.61
2023-03-02 00:00:00,3293.38,3306.86,3276.12,3304.41,3766370,-0.08345503859795711,3177.75,nan,nan,1.3444,65.57
2023-03-03 00:00:00,3326.63,3326.64,3326.32,3329.65,5232786,0.7638277332413512,3191.3,nan,nan,1.2958,72.18
2023-03-06 00:00:00,3346.13,3375.15,3324.11,3327.44,2981193,-0.06637334254351313,3207.58,nan,nan,1.186,69.5
2023-03-07 00:00:00,3311.08,3326.85,3282.13,3329.46,5290384,0.060707330560427764,3219.48,nan,nan,1.0375,70.2
2023-03-08 00:00:00,3346.46,3351.06,3333.39,3340.55,5398043,0.33308704714878345,3229.94,nan,nan,1.0151,66.32
2023-03-09 00:00:00,3328.87,3410.06,3324.4,3424.6,6389323,2.5160527458053306,3244.61,nan,nan,1.1225,71.7
2023-03-10 00:00:00,3444.43,3487.01,3441.38,3459.06,4073522,1.0062489049815992,3259.78,3070.42,nan,1.1271,78.81
2023-03-13 00:00:00,3452.5,3473.76,3410.93,3443.91,4324716,-0.4379802605332106,3275.9,3083.25,nan,1.0893,73.67
2023-03-14 00:00:00,3443.92,3464.62,3394.19,3397.59,4174194,-1.3449828828279387,3287.89,3094.57,nan,1.1513,74.8
2023-03-15 00:00:00,3372.7,3389.84,3367.72,3371.08,7178701,-0.7802589482545086,3298.72,3105.24,nan,1.1756,67.63
2023-03-16 00:00:00,3377.69,3387.84,3356.68,3360.03,6558667,-0.32778812724704176,3305.96,3115.61,nan,1.1217,72.7
2023-03-17 00:00:00,3358.51,3381.02,3322.51,3325.83,6226834,-1.0178480549280944,3310.93,3124.53,nan,1.155,65.21
2023-03-20 00:00:00,3333.34,3363.41,3304.35,3409.37,3215882,2.51185418376767,3321.68,3134.28,nan,1.2346,67.99
2023-03-21 00:00:00,3442.97,3473.98,3420.99,3424.41,5904781,0.4411372188996676,3330.81,3144.21,nan,1.2054,64.89
