=== STOCK ANALYSIS SUMMARY ===
Ticker,RELIANCE
Generated,2026-05-10 12:07:03

Ticker,RELIANCE
Period,2023-01-02 → 2024-05-24
Trading Days,365
Start Price,2425.03
End Price,6678.5
Highest Price,6967.51
Lowest Price,2382.91
Total Return %,175.4
Avg Daily Return,0.2858
Daily Volatility,1.1959
Annual Volatility,18.99
Best Day %,4.49
Worst Day %,-2.32
Positive Days,194
Negative Days,169
Sharpe Ratio,3.793
Current Rsi,55.71

=== DAILY DATA ===
Date,Open,High,Low,Close,Volume,Daily_Return,SMA_20,SMA_50,SMA_200,Volatility,RSI
2023-01-02 00:00:00,2400.79,2412.44,2384.17,2425.03,6491621,nan,nan,nan,nan,nan,nan
2023-01-03 00:00:00,2440.13,2481.89,2435.06,2452.47,2715241,1.1315323934136812,nan,nan,nan,nan,nan
2023-01-04 00:00:00,2445.82,2449.83,2423.98,2426.41,6194510,-1.0626021928912488,nan,nan,nan,nan,nan
2023-01-05 00:00:00,2426.39,2430.04,2421.25,2423.68,4356444,-0.11251190029715197,nan,nan,nan,nan,nan
2023-01-06 00:00:00,2402.6,2407.67,2392.8,2395.19,5625309,-1.175485212569305,nan,nan,nan,nan,nan
2023-01-09 00:00:00,2403.24,2407.98,2382.91,2427.72,4557415,1.3581386027830655,nan,nan,nan,nan,nan
2023-01-10 00:00:00,2421.98,2428.42,2410.17,2480.51,6786759,2.1744682253307834,nan,nan,nan,nan,nan
2023-01-11 00:00:00,2473.66,2475.8,2459.55,2519.56,6408454,1.5742730325618348,nan,nan,nan,nan,nan
2023-01-12 00:00:00,2518.74,2545.59,2497.35,2531.42,5513338,0.4707171093365492,nan,nan,nan,nan,nan
2023-01-13 00:00:00,2517.24,2518.19,2503.73,2506.23,6657495,-0.9950936628453588,nan,nan,nan,nan,nan
2023-01-16 00:00:00,2501.41,2528.15,2490.07,2492.56,4312794,-0.5454407616220402,nan,nan,nan,nan,nan
2023-01-17 00:00:00,2491.35,2499.57,2486.77,2506.49,4743230,0.558863176814195,nan,nan,nan,nan,nan
2023-01-18 00:00:00,2505.64,2542.04,2497.3,2502.84,7415439,-0.14562196537786232,nan,nan,nan,nan,nan
2023-01-19 00:00:00,2490.85,2529.14,2477.77,2506.52,3487350,0.1470329705454576,nan,nan,nan,nan,nan
2023-01-20 00:00:00,2486.97,2519.47,2457.07,2459.53,4312665,-1.8747107543526376,nan,nan,nan,nan,55.26
2023-01-23 00:00:00,2480.4,2490.44,2470.06,2472.53,3318654,0.5285562688806422,nan,nan,nan,nan,53.2
2023-01-24 00:00:00,2451.03,2472.96,2412.64,2462.32,6329869,-0.41293735566403367,nan,nan,nan,nan,56.03
2023-01-25 00:00:00,2444.09,2463.29,2418.89,2467.21,4074071,0.19859319666004627,nan,nan,nan,nan,57.26
2023-01-26 00:00:00,2482.34,2507.8,2476.66,2479.14,4379826,0.4835421386910621,nan,nan,nan,nan,64.81
2023-01-27 00:00:00,2482.76,2486.74,2462.95,2465.41,2758604,-0.5538210831175339,2470.14,nan,nan,nan,57.12
2023-01-30 00:00:00,2467.68,2477.99,2454.53,2456.98,5029318,-0.34193095671712914,2471.74,nan,nan,1.0074,44.66
2023-01-31 00:00:00,2456.32,2469.97,2454.88,2457.34,6765500,0.0146521339205119,2471.98,nan,nan,0.9759,32.86
2023-02-01 00:00:00,2440.89,2452.02,2406.22,2408.63,3181014,-1.9822246819731881,2471.09,nan,nan,1.0483,21.88
2023-02-02 00:00:00,2418.23,2419.58,2417.95,2420.37,4550459,0.48741400713268046,2470.93,nan,nan,1.0545,29.05
2023-02-03 00:00:00,2410.95,2418.8,2390.64,2466.41,2486629,1.902188508368563,2474.49,nan,nan,1.0978,44.49
2023-02-06 00:00:00,2456.27,2491.29,2447.18,2449.63,5328607,-0.6803410625159545,2475.58,nan,nan,1.0743,38.16
2023-02-07 00:00:00,2443.69,2461.05,2420.93,2559.68,4622672,4.492515196172464,2479.54,nan,nan,1.3933,58.2
2023-02-08 00:00:00,2534.54,2566.72,2521.37,2523.9,3600321,-1.3978309788723497,2479.76,nan,nan,1.3937,52.3
2023-02-09 00:00:00,2532.56,2537.88,2491.1,2610.52,4349014,3.4319901739371605,2483.71,nan,nan,1.5881,68.05
2023-02-10 00:00:00,2630.44,2659.02,2608.05,2677.69,4022836,2.573050579961089,2492.28,nan,nan,1.65,71.71
2023-02-13 00:00:00,2652.2,2661.77,2643.23,2645.88,4539427,-1.1879642527701129,2499.95,nan,nan,1.6743,68.58
2023-02-14 00:00:00,2661.31,2663.72,2642.23,2694.13,5296513,1.8235898831390651,2509.33,nan,nan,1.7077,71.11
2023-02-15 00:00:00,2659.49,2669.17,2650.63,2661.46,6337550,-1.212636361274333,2517.26,nan,nan,1.7412,66.33
2023-02-16 00:00:00,2652.33,2659.92,2617.01,2671.75,7929589,0.38662989486972776,2525.53,nan,nan,1.7407,68.6
2023-02-17 00:00:00,2658.19,2675.36,2642.15,2665.13,3405445,-0.24777767380930182,2535.81,nan,nan,1.6686,68.82
2023-02-20 00:00:00,2670.86,2690.08,2658.73,2661.39,6492751,-0.14033086566134223,2545.25,nan,nan,1.6729,68.34
2023-02-21 00:00:00,2674.11,2692.98,2665.63,2685.19,6548584,0.8942695358440611,2556.39,nan,nan,1.6657,76.02
2023-02-22 00:00:00,2711.53,2733.5,2686.68,2708.64,4805490,0.8733087788945992,2568.46,nan,nan,1.6673,76.54
2023-02-23 00:00:00,2687.41,2693.92,2664.63,2667.3,3352720,-1.5262271841219088,2577.87,nan,nan,1.7266,68.66
2023-02-24 00:00:00,2661.19,2670.38,2659.0,2661.66,2831722,-0.21144978067709763,2587.68,nan,nan,1.7185,70.11
2023-02-27 00:00:00,2666.57,2684.65,2642.22,2677.85,5910143,0.6082670213325647,2598.73,nan,nan,1.7101,63.63
2023-02-28 00:00:00,2697.12,2704.22,2683.95,2738.17,5764270,2.2525533543701126,2612.77,nan,nan,1.7532,73.4
2023-03-01 00:00:00,2735.55,2767.9,2730.62,2738.17,5031833,0.0,2629.25,nan,nan,1.6554,67.19
2023-03-02 00:00:00,2725.12,2726.91,2692.76,2746.82,5046595,0.315904417914159,2645.57,nan,nan,1.6567,61.05
2023-03-03 00:00:00,2744.56,2752.27,2727.06,2774.08,4502202,0.9924203260497588,2660.95,nan,nan,1.6328,70.8
2023-03-06 00:00:00,2778.67,2790.01,2754.89,2787.73,1758044,0.4920550236474863,2677.86,nan,nan,1.6051,67.1
2023-03-07 00:00:00,2794.59,2810.28,2776.84,2779.61,5463570,-0.29127641486083045,2688.85,nan,nan,1.3383,73.72
2023-03-08 00:00:00,2799.8,2833.44,2799.1,2807.55,6666366,1.0051769852605252,2703.04,nan,nan,1.2727,75.46
