=== STOCK ANALYSIS SUMMARY ===
Ticker,TSLA
Generated,2026-05-10 12:06:22

Ticker,TSLA
Period,2023-01-02 → 2024-05-24
Trading Days,365
Start Price,249.24
End Price,2422.73
Highest Price,2725.36
Lowest Price,239.88
Total Return %,872.05
Avg Daily Return,0.6621
Daily Volatility,2.6831
Annual Volatility,42.59
Best Day %,9.61
Worst Day %,-5.76
Positive Days,193
Negative Days,171
Sharpe Ratio,3.917
Current Rsi,38.91

=== DAILY DATA ===
Date,Open,High,Low,Close,Volume,Daily_Return,SMA_20,SMA_50,SMA_200,Volatility,RSI
2023-01-02 00:00:00,251.22,253.99,248.99,249.24,5224045,nan,nan,nan,nan,nan,nan
2023-01-03 00:00:00,250.33,250.36,239.88,252.06,8318796,1.1314395763119878,nan,nan,nan,nan,nan
2023-01-04 00:00:00,250.97,254.63,249.1,254.23,6789102,0.8609061334602819,nan,nan,nan,nan,nan
2023-01-05 00:00:00,250.39,254.06,247.44,249.1,5508030,-2.0178578452582308,nan,nan,nan,nan,nan
2023-01-06 00:00:00,252.17,256.57,246.41,260.57,4902967,4.604576475311117,nan,nan,nan,nan,nan
2023-01-09 00:00:00,260.8,261.18,260.02,273.36,4874423,4.908469892927059,nan,nan,nan,nan,nan
2023-01-10 00:00:00,269.69,271.81,268.73,283.08,5904642,3.555750658472334,nan,nan,nan,nan,nan
2023-01-11 00:00:00,280.2,294.12,278.71,294.63,4772428,4.080118694362023,nan,nan,nan,nan,nan
2023-01-12 00:00:00,296.52,301.49,289.29,309.21,6308295,4.948579574381418,nan,nan,nan,nan,nan
2023-01-13 00:00:00,308.04,311.56,305.99,319.69,4665918,3.389282364735946,nan,nan,nan,nan,nan
2023-01-16 00:00:00,323.77,333.18,317.84,318.16,4789437,-0.47858863273795293,nan,nan,nan,nan,nan
2023-01-17 00:00:00,319.33,322.68,310.7,324.91,5059170,2.121574050792052,nan,nan,nan,nan,nan
2023-01-18 00:00:00,319.31,327.71,317.52,317.83,6518956,-2.1790649718383626,nan,nan,nan,nan,nan
2023-01-19 00:00:00,317.23,337.81,302.59,315.09,4840494,-0.8620960891042362,nan,nan,nan,nan,nan
2023-01-20 00:00:00,318.85,329.71,308.4,308.71,4066947,-2.02481830588086,nan,nan,nan,nan,78.27
2023-01-23 00:00:00,310.87,313.96,304.22,304.53,1525784,-1.35402157364517,nan,nan,nan,nan,74.62
2023-01-24 00:00:00,307.66,312.76,295.24,309.6,6189763,1.6648606048665249,nan,nan,nan,nan,75.29
2023-01-25 00:00:00,309.15,311.98,308.16,308.47,2977929,-0.3649870801033628,nan,nan,nan,nan,78.15
2023-01-26 00:00:00,305.82,309.01,303.86,308.03,3507277,-0.14263947871755445,nan,nan,nan,nan,75.13
2023-01-27 00:00:00,307.36,320.74,306.26,325.08,2788801,5.5351751452780595,294.28,nan,nan,nan,76.21
2023-01-30 00:00:00,322.8,324.92,314.71,317.17,3961624,-2.433247200689048,297.68,nan,nan,2.7259,67.6
2023-01-31 00:00:00,309.68,310.32,297.03,313.27,4966581,-1.2296244915975807,300.74,nan,nan,2.7818,60.45
2023-02-01 00:00:00,314.48,314.55,309.36,324.99,5338642,3.7411817282216653,304.27,nan,nan,2.8411,59.14
2023-02-02 00:00:00,325.06,331.4,316.59,333.87,4170618,2.732391765900477,308.51,nan,nan,2.7485,58.36
2023-02-03 00:00:00,337.88,341.24,332.59,332.93,2343397,-0.2815467097972313,312.13,nan,nan,2.6752,58.77
2023-02-06 00:00:00,334.81,347.07,326.58,326.91,4870895,-1.8081879073679086,314.81,nan,nan,2.6149,51.2
2023-02-07 00:00:00,326.32,328.45,319.52,319.84,5696554,-2.162674742283821,316.65,nan,nan,2.6253,51.2
2023-02-08 00:00:00,317.72,319.73,312.1,320.18,6954917,0.10630315157580394,317.92,nan,nan,2.4989,53.14
2023-02-09 00:00:00,322.44,325.1,320.78,321.1,5011820,0.2873383721656575,318.52,nan,nan,2.2631,58.2
2023-02-10 00:00:00,319.84,320.89,318.49,318.81,3476181,-0.7131734662099043,318.47,nan,nan,2.1428,59.69
2023-02-13 00:00:00,313.49,323.53,305.86,315.65,3660818,-0.9911859728364947,318.35,nan,nan,2.152,54.21
2023-02-14 00:00:00,317.6,317.82,305.09,326.07,6216197,3.301124663393007,318.41,nan,nan,2.2285,60.86
2023-02-15 00:00:00,322.19,324.89,316.67,323.61,3103252,-0.7544392308399983,318.7,nan,nan,2.1759,59.38
