=== STOCK ANALYSIS SUMMARY ===
Ticker,TCS
Generated,2026-05-10 12:06:42

Ticker,TCS
Period,2023-01-02 → 2024-05-24
Trading Days,365
Start Price,3407.67
End Price,13393.87
Highest Price,13675.98
Lowest Price,3317.77
Total Return %,293.05
Avg Daily Return,0.3825
Daily Volatility,1.0767
Annual Volatility,17.09
Best Day %,4.16
Worst Day %,-2.17
Positive Days,213
Negative Days,151
Sharpe Ratio,5.639
Current Rsi,86.75

=== DAILY DATA ===
Date,Open,High,Low,Close,Volume,Daily_Return,SMA_20,SMA_50,SMA_200,Volatility,RSI
2023-01-02 00:00:00,3390.56,3402.78,3379.72,3407.67,5684374,nan,nan,nan,nan,nan,nan
2023-01-03 00:00:00,3364.09,3388.15,3330.27,3333.6,3541552,-2.173625967303172,nan,nan,nan,nan,nan
2023-01-04 00:00:00,3327.29,3344.9,3322.08,3325.4,3323108,-0.2459803215742684,nan,nan,nan,nan,nan
2023-01-05 00:00:00,3346.9,3368.65,3317.77,3364.55,2286098,1.177301978709333,nan,nan,nan,nan,nan
2023-01-06 00:00:00,3373.53,3376.31,3362.78,3386.11,5711950,0.6407989181316909,nan,nan,nan,nan,nan
2023-01-09 00:00:00,3396.18,3424.19,3386.47,3389.86,4289531,0.11074654987581756,nan,nan,nan,nan,nan
2023-01-10 00:00:00,3431.76,3449.16,3374.84,3499.83,5362703,3.244086776445032,nan,nan,nan,nan,nan
2023-01-11 00:00:00,3504.26,3505.16,3461.64,3506.2,6816011,0.1820088404293818,nan,nan,nan,nan,nan
2023-01-12 00:00:00,3497.37,3507.46,3476.52,3480.0,4323045,-0.7472477325879856,nan,nan,nan,nan,nan
2023-01-13 00:00:00,3465.12,3485.06,3433.89,3437.32,7129183,-1.226436781609186,nan,nan,nan,nan,nan
2023-01-16 00:00:00,3424.11,3427.14,3412.05,3481.64,6966743,1.2893766073568846,nan,nan,nan,nan,nan
2023-01-17 00:00:00,3494.28,3501.77,3488.63,3492.12,7915293,0.3010075711446403,nan,nan,nan,nan,nan
2023-01-18 00:00:00,3480.97,3497.15,3455.16,3458.61,6557018,-0.9595890175595256,nan,nan,nan,nan,nan
2023-01-19 00:00:00,3469.71,3511.68,3458.31,3461.77,4241765,0.09136618468112978,nan,nan,nan,nan,nan
2023-01-20 00:00:00,3464.81,3466.22,3455.27,3458.72,5705724,-0.08810521785098668,nan,nan,nan,nan,55.99
2023-01-23 00:00:00,3487.37,3498.71,3472.5,3516.37,5595570,1.6668015913401613,nan,nan,nan,nan,72.29
2023-01-24 00:00:00,3530.13,3539.9,3522.4,3525.92,4626539,0.27158689216437715,nan,nan,nan,nan,74.37
2023-01-25 00:00:00,3530.58,3538.39,3522.81,3553.34,6249769,0.7776693742342466,nan,nan,nan,nan,73.62
2023-01-26 00:00:00,3572.49,3574.44,3539.78,3556.3,5066093,0.08330190750112099,nan,nan,nan,nan,72.33
2023-01-27 00:00:00,3528.88,3563.18,3525.36,3548.78,7048289,-0.21145572645727695,3459.21,nan,nan,nan,70.65
2023-01-30 00:00:00,3539.38,3553.61,3536.66,3540.2,3841711,-0.24177322910973187,3465.83,nan,nan,1.14,57.12
2023-01-31 00:00:00,3564.96,3574.33,3547.51,3551.06,6769982,0.3067623298118827,3476.7,nan,nan,0.9941,57.79
