=== STOCK ANALYSIS SUMMARY ===
Ticker,AAPL
Generated,2026-05-10 12:05:48

Ticker,AAPL
Period,2023-01-02 → 2024-05-24
Trading Days,365
Start Price,154.59
End Price,1180.27
Highest Price,1209.33
Lowest Price,147.85
Total Return %,663.48
Avg Daily Return,0.5693
Daily Volatility,1.3693
Annual Volatility,21.74
Best Day %,5.44
Worst Day %,-3.08
Positive Days,231
Negative Days,132
Sharpe Ratio,6.599
Current Rsi,73.71

=== DAILY DATA ===
Date,Open,High,Low,Close,Volume,Daily_Return,SMA_20,SMA_50,SMA_200,Volatility,RSI
2023-01-02 00:00:00,150.4,150.59,149.53,154.59,4648769,nan,nan,nan,nan,nan,nan
2023-01-03 00:00:00,154.39,156.58,153.32,153.48,5813840,-0.7180283330099013,nan,nan,nan,nan,nan
2023-01-04 00:00:00,153.09,153.73,152.76,152.91,2412623,-0.37138389366692115,nan,nan,nan,nan,nan
2023-01-05 00:00:00,152.45,153.84,152.02,152.17,2881544,-0.4839448041331518,nan,nan,nan,nan,nan
2023-01-06 00:00:00,153.37,153.69,153.28,153.43,4183425,0.8280212919760999,nan,nan,nan,nan,nan
2023-01-09 00:00:00,153.53,155.12,153.01,153.16,4562459,-0.17597601512090444,nan,nan,nan,nan,nan
2023-01-10 00:00:00,152.66,155.21,152.64,152.8,6233817,-0.23504831548706306,nan,nan,nan,nan,nan
2023-01-11 00:00:00,151.79,152.07,149.11,149.26,5295291,-2.316753926701587,nan,nan,nan,nan,nan
2023-01-12 00:00:00,149.86,150.09,149.7,149.85,2782217,0.3952833980972903,nan,nan,nan,nan,nan
2023-01-13 00:00:00,149.27,149.89,147.85,150.25,2355439,0.2669336002669276,nan,nan,nan,nan,nan
2023-01-16 00:00:00,150.51,151.03,149.6,152.23,6546499,1.3178036605657084,nan,nan,nan,nan,nan
2023-01-17 00:00:00,153.0,154.15,152.57,153.97,6463317,1.1430072915982414,nan,nan,nan,nan,nan
2023-01-18 00:00:00,153.57,153.83,152.04,152.19,6218788,-1.1560693641618491,nan,nan,nan,nan,nan
2023-01-19 00:00:00,153.31,153.41,151.92,154.37,4032320,1.4324200013141608,nan,nan,nan,nan,nan
