=== STOCK ANALYSIS SUMMARY ===
Ticker,HDFCBANK.NS
Generated,2026-05-10 12:08:41

Ticker,HDFCBANK.NS
Period,2023-01-02 → 2023-12-29
Trading Days,245
Start Price,783.68
End Price,831.87
Highest Price,855.35
Lowest Price,710.68
Total Return %,6.15
Avg Daily Return,0.0301
Daily Volatility,1.062
Annual Volatility,16.86
Best Day %,3.47
Worst Day %,-5.91
Positive Days,133
Negative Days,111
Sharpe Ratio,0.45
Current Rsi,70.07

=== DAILY DATA ===
Date,Open,High,Low,Close,Volume,Daily_Return,SMA_20,SMA_50,SMA_200,Volatility,RSI
2023-01-02 00:00:00,782.8599557722763,788.9948447926183,778.7941116415499,783.6779174804688,4381378,nan,nan,nan,nan,nan,nan
2023-01-03 00:00:00,780.5502688048173,790.5585810922254,780.5502688048173,788.8023071289062,8378030,0.6538897593175053,nan,nan,nan,nan,nan
2023-01-04 00:00:00,786.709274515468,791.8818278494382,773.2365774595456,774.7041625976562,10351600,-1.787284900644448,nan,nan,nan,nan,nan
2023-01-05 00:00:00,777.085950452134,778.5535356487463,764.7680672572426,769.7240600585938,10941436,-0.6428392642636283,nan,nan,nan,nan,nan
2023-01-06 00:00:00,770.8306910669477,774.2469701477634,759.3788757825465,767.173828125,9092462,-0.3313176845998078,nan,nan,nan,nan,nan
2023-01-09 00:00:00,767.9437146970364,775.4258965646997,765.0567082508069,768.6654663085938,10729340,0.19443288195053476,nan,nan,nan,nan,nan
2023-01-10 00:00:00,769.8684118966518,769.8684118966518,753.0275403864125,754.6154174804688,16371766,-1.8278496230093921,nan,nan,nan,nan,nan
2023-01-11 00:00:00,754.4469115539331,768.9060251968651,750.6216516314828,765.48974609375,15195798,1.4410424649934583,nan,nan,nan,nan,nan
2023-01-12 00:00:00,763.998177755398,771.7449667913606,762.2419037187744,769.5797119140625,9250070,0.5342940047444511,nan,nan,nan,nan,nan
2023-01-13 00:00:00,769.2669218933805,774.6319539246812,763.1320332277727,770.18115234375,9244546,0.07815180420902568,nan,nan,nan,nan,nan
2023-01-16 00:00:00,777.0860095167562,780.117390200105,760.3895100823422,762.7953491210938,14748094,-0.958969613860372,nan,nan,nan,nan,nan
2023-01-17 00:00:00,764.9605254372576,775.1612584159965,759.0421385172157,774.1508178710938,10786354,1.4886651790790184,nan,nan,nan,nan,nan
2023-01-18 00:00:00,772.274237215273,789.884965083016,769.724024650822,787.8159790039062,19090642,1.7651807396382502,nan,nan,nan,nan,nan
2023-01-19 00:00:00,787.6716113274065,793.9267921137573,785.7469403162216,791.087890625,11172162,0.41531419878417797,nan,nan,nan,nan,nan
2023-01-20 00:00:00,791.0878917418223,803.068980550622,790.7510978089086,799.195556640625,18843404,1.0248755052007619,nan,nan,nan,nan,57.63
2023-01-23 00:00:00,801.7458215030824,809.6129030380878,799.4121694938297,805.0418090820312,15444400,0.7315171353029948,nan,nan,nan,nan,57.93
2023-01-24 00:00:00,805.9800286815163,819.139954334254,805.9559468005266,815.8198852539062,24983940,1.338821915866073,nan,nan,nan,nan,70.76
2023-01-25 00:00:00,813.8471429635326,814.5929177332151,791.6653214666925,793.2772216796875,14704142,-2.7631912364091016,nan,nan,nan,nan,60.1
2023-01-27 00:00:00,785.2657804091282,787.6716191971464,765.032652707376,777.4708862304688,35179948,-1.9925361547316833,nan,nan,nan,nan,53.96
2023-01-30 00:00:00,767.4626270039054,782.0420345725445,761.2074457179801,776.677001953125,18512822,-0.10211112614041395,779.8,nan,nan,nan,53.1
2023-01-31 00:00:00,779.3473843212695,780.7908875770869,767.4625643428925,771.552490234375,18596244,-0.6597995956959313,779.19,nan,nan,1.2906,57.04
2023-02-01 00:00:00,781.4163428934012,801.1442185452667,772.7553243145335,783.12451171875,17302790,1.4998359322072607,778.91,nan,nan,1.3289,57.29
2023-02-02 00:00:00,773.7658324138648,781.6569951120864,764.4552483744704,771.4802856445312,17497106,-1.4868933228335268,778.75,nan,nan,1.3095,50.74
2023-02-03 00:00:00,775.1612302770866,798.9790334420251,773.2365593142633,798.1610717773438,14411100,3.4583885848129103,780.17,nan,nan,1.5112,59.05
2023-02-06 00:00:00,798.7385552846413,803.2615443931525,792.0984160895605,794.7689208984375,11167672,-0.4249957807830218,781.55,nan,nan,1.513,60.62
2023-02-07 00:00:00,798.449739262286,801.0961617651983,785.5544206626682,795.9476318359375,10264588,0.14830863493850988,782.91,nan,nan,1.5131,57.76
2023-02-08 00:00:00,795.9717934088378,802.6840603891873,793.9268303609384,795.8515014648438,8444826,-0.012077474352434336,784.97,nan,nan,1.4386,53.17
2023-02-09 00:00:00,798.738479108453,799.5324176572361,786.9739509076702,794.1914672851562,11777336,-0.2085859204427054,786.41,nan,nan,1.4154,51.24
2023-02-10 00:00:00,793.3494214707791,798.0167252205403,790.173667284601,797.3430786132812,8172116,0.3968326855611215,787.8,nan,nan,1.4139,49.23
2023-02-13 00:00:00,796.3326188427218,799.5805011250109,791.3044393965116,797.9445190429688,5736944,0.07543057007950438,789.18,nan,nan,1.414,46.91
2023-02-14 00:00:00,801.1443083812574,807.1589052910266,797.7520522296284,805.3304443359375,10908592,0.9256189016533689,791.31,nan,nan,1.3963,45.3
2023-02-15 00:00:00,807.3995485525281,807.3995485525281,797.1747330538742,803.694580078125,11438712,-0.2031295686532042,792.79,nan,nan,1.3703,55.74
2023-02-16 00:00:00,805.0898752375481,809.2760700053668,799.2196520403804,800.783447265625,8062500,-0.3622187936388688,793.44,nan,nan,1.3239,64.98
2023-02-17 00:00:00,799.2196298038508,802.6599909509282,790.5345284538475,796.7656860351562,8956270,-0.501728806231938,793.72,nan,nan,1.3279,62.39
2023-02-20 00:00:00,798.7384045852328,803.2854159842882,786.61300169689,789.283447265625,8086706,-0.9390764312108058,793.23,nan,nan,1.3241,60.63
2023-02-21 00:00:00,789.1150855033404,799.8691726347396,786.2280790929624,792.24267578125,12389296,0.374925956686023,792.59,nan,nan,1.3154,56.1
2023-02-22 00:00:00,788.6339109553685,790.0533322670238,774.222960909244,776.700927734375,10359102,-1.9617408304278605,790.63,nan,nan,1.3359,53.32
2023-02-23 00:00:00,776.1235754720026,778.9383950431011,766.0671578181314,771.4321899414062,27882010,-0.6783483326507134,789.54,nan,nan,1.2032,26.67
2023-02-24 00:00:00,778.4813560195853,778.4813560195853,762.7471345130758,764.551513671875,17061740,-0.8919353326510615,788.89,nan,nan,1.137,25.14
2023-02-27 00:00:00,763.0839740657053,769.3872600713753,758.9459430133319,766.4521484375,14312972,0.2485947292808266,788.38,nan,nan,1.1393,26.02
2023-02-28 00:00:00,766.0189795071293,772.4185334208952,764.4311026003177,769.6758422851562,18993992,0.42059949263997254,788.29,nan,nan,1.135,29.75
2023-03-01 00:00:00,775.6423810879135,776.1235488181169,767.8234054721079,768.9301147460938,14137256,-0.09688852086723321,787.58,nan,nan,1.0782,30.17
2023-03-02 00:00:00,766.9813446479279,772.7312753996731,761.2073320156976,762.3861694335938,17391814,-0.8510455224738922,787.12,nan,nan,1.0436,23.95
2023-03-03 00:00:00,767.943731924865,779.4917579688479,764.094389910204,777.5189819335938,14986234,1.984927469400799,786.09,nan,nan,0.8079,37.49
2023-03-06 00:00:00,779.4917852900815,788.8504748967295,778.5535316356411,783.0043334960938,27004710,0.7054942310036783,785.5,nan,nan,0.8254,36.0
2023-03-08 00:00:00,779.4917718675084,788.8745431955432,779.4917718675084,784.568115234375,20099774,0.19971559177700549,784.93,nan,nan,0.8262,37.99
2023-03-09 00:00:00,784.27938296168,791.9780672791738,782.859961535162,784.6402587890625,20700166,0.009195320748656144,784.37,nan,nan,0.8263,39.49
2023-03-10 00:00:00,774.8965254691125,776.4844024279287,762.650830579871,764.4071044921875,27387000,-2.5786536021107143,782.88,nan,nan,0.9994,32.61
2023-03-13 00:00:00,764.0462404475056,771.6968190039678,753.0034059433883,754.7356567382812,26443550,-1.265222117516973,780.75,nan,nan,1.0173,31.86
2023-03-14 00:00:00,755.5536842804477,761.9772622068983,750.2849207392273,752.7147827148438,33185612,-0.267759182356786,778.49,781.32,nan,1.0141,29.04
2023-03-15 00:00:00,759.2827424375032,761.6404762620406,739.3623849761033,741.91259765625,37264754,-1.4350967068340381,775.32,780.49,nan,1.0029,30.57
2023-03-16 00:00:00,740.5171674402086,750.1886274704333,737.1730750713688,746.7242431640625,21753342,0.6485461391291691,772.47,779.65,nan,1.0296,36.13
2023-03-17 00:00:00,749.4187927190782,759.8601097073861,740.9983568458301,756.70849609375,22950876,1.3370736280613693,770.27,779.29,nan,1.0975,45.75
2023-03-20 00:00:00,754.4469617185391,754.5191486294086,743.596664030981,751.4637451171875,26503114,-0.6931005801622092,768.0,778.92,nan,1.1004,42.16
2023-03-21 00:00:00,756.371588709314,761.4479317488242,748.7931969715295,759.9803466796875,33050494,1.1333349902558298,766.54,778.78,nan,1.1328,45.19
2023-03-22 00:00:00,762.1697342790129,763.156151684689,753.1719206327385,758.2241821289062,14177324,-0.23108025864798654,764.84,778.57,nan,1.1252,44.74
2023-03-23 00:00:00,754.350750068819,765.225129615806,749.9240302046185,752.1373901367188,28364178,-0.8027694362236382,763.61,778.52,nan,1.0582,44.95
2023-03-24 00:00:00,750.6216774626521,757.3099208232004,748.1917568712191,750.9344482421875,31477748,-0.1599364571295392,762.58,778.23,nan,1.051,34.8
2023-03-27 00:00:00,751.6802900278751,759.9804343168659,750.0924715795884,754.2064208984375,31872006,0.435720143603624,762.07,777.92,nan,1.0422,33.11
2023-03-28 00:00:00,753.3643152523856,761.6404357125624,752.5944586072359,760.3412475585938,39276302,0.8134148013282827,761.76,777.72,nan,1.0586,36.51
2023-03-29 00:00:00,762.1697080199377,770.8307274292553,761.1592675027767,763.9981689453125,39763612,0.4809579117877494,761.48,777.75,nan,1.0601,38.95
2023-03-31 00:00:00,767.7511762682442,776.0994241800914,766.2114631109374,774.4635009765625,34711228,1.3698111404765845,761.75,777.75,nan,1.1051,56.01
2023-04-03 00:00:00,773.5012598964762,777.422730170773,771.1916311425683,774.9447631835938,40025398,0.06214136707856088,762.38,777.5,nan,1.085,63.57
2023-04-05 00:00:00,778.8181422765023,796.8138286564626,777.56711781935,795.731201171875,43365392,2.6823122080194883,763.29,777.59,nan,1.1579,73.08
2023-04-06 00:00:00,793.2291334002176,803.1652006446278,792.5314049071793,801.7938842773438,44637344,0.761900890217726,764.23,777.64,nan,1.1595,83.85
2023-04-10 00:00:00,800.3022433921424,804.0312933763835,795.8514417980481,797.9926147460938,31813286,-0.47409560060140965,764.9,777.5,nan,1.167,79.31
2023-04-11 00:00:00,798.2573710049368,803.2615278145549,794.4561336814621,800.326416015625,42361542,0.29245900606158504,765.69,777.19,nan,1.1676,77.33
2023-04-12 00:00:00,802.5878572606912,812.3074229248433,802.4916471991853,810.7196044921875,26955504,1.2986186971441382,768.0,777.54,nan,1.0097,84.88
2023-04-13 00:00:00,812.3554958466677,816.5657134519994,807.4716316772242,814.352294921875,35330086,0.4480822234418369,770.98,778.28,nan,0.9403,83.95
2023-04-17 00:00:00,827.6085198214015,827.6085198214015,795.5146547856368,801.938232421875,32405148,-1.524409346840605,773.44,778.78,nan,1.0244,74.09
2023-04-18 00:00:00,803.550177070361,807.0386434079419,797.00630713609,798.5460205078125,29637226,-0.4230016448795504,776.28,779.32,nan,0.9557,76.36
2023-04-19 00:00:00,801.1442851788886,803.6944976892919,797.3671301762054,801.4810791015625,24741168,0.36755033753514965,779.01,779.69,nan,0.9535,78.16
2023-04-20 00:00:00,804.3681477069183,807.1348624191324,801.8179937357015,804.4644165039062,32922716,0.3722280513082099,781.4,780.35,nan,0.9254,78.09
2023-04-21 00:00:00,803.0689611623811,806.8942212156402,800.3022466466929,805.7634887695312,20128618,0.1614828746895558,784.12,780.5,nan,0.8959,76.83
2023-04-24 00:00:00,811.7300315452851,813.8712046366431,805.5229555378388,812.2833862304688,35675852,0.8091577183391596,786.73,780.85,nan,0.8839,77.59
2023-04-25 00:00:00,812.066755339811,812.066755339811,799.6526631336261,800.7352905273438,50353068,-1.4216831094768234,788.86,780.95,nan,0.9609,64.83
2023-04-26 00:00:00,798.738456878835,805.955973055451,796.3326181532963,804.416259765625,27392750,0.4596986397161329,791.47,781.12,nan,0.9271,66.06
2023-04-27 00:00:00,803.7907560168101,810.8879805910382,801.5533141495392,808.843017578125,47790392,0.5503068540396949,794.37,781.41,nan,0.9205,58.69
2023-04-28 00:00:00,810.6232785465422,813.6546588421882,803.5501361717647,812.0186767578125,27916272,0.39261749321841677,797.26,781.7,nan,0.9204,57.05
2023-05-02 00:00:00,812.547950500037,817.5040017864336,809.3241500911014,811.8502807617188,32221184,-0.020737946172133537,799.83,781.98,nan,0.9183,60.06
2023-05-03 00:00:00,810.7435373497618,816.0604642226169,808.193383640843,814.6891479492188,29407270,0.3496786605575064,802.37,782.17,nan,0.9177,60.35
2023-05-04 00:00:00,811.7781309061464,834.5614130090665,811.7781309061464,831.3616943359375,56854638,2.046491772805359,805.21,782.72,nan,0.9692,63.64
2023-05-05 00:00:00,788.6339045566583,799.1955126698393,780.5021582230617,782.2103271484375,62770416,-5.912152017872363,805.58,782.35,nan,1.7062,36.74
2023-05-08 00:00:00,786.7093355416769,794.095249360511,784.3034965950662,791.25634765625,37244524,1.1564690715334836,805.35,782.24,nan,1.6144,45.47
2023-05-09 00:00:00,793.8787132056606,796.813824847028,789.0910586660377,791.2803955078125,43688938,0.00303919856488033,804.83,782.28,nan,1.6041,46.83
2023-05-10 00:00:00,791.2803925786036,796.1642571593527,785.7950682892969,794.937255859375,46340550,0.46214469261753877,804.67,782.33,nan,1.6048,47.16
2023-05-11 00:00:00,801.216542964019,812.2112150220032,793.5659634923215,795.466552734375,35734618,0.06658347826808964,804.43,782.71,nan,1.6034,46.01
2023-05-12 00:00:00,792.4833249747595,804.8974770572269,791.1601135942614,802.4916381835938,22478760,0.8831402684462919,804.02,783.33,nan,1.5881,48.62
2023-05-15 00:00:00,804.5124814304968,808.7226992609494,801.1924121940802,806.3409423828125,18512260,0.47966907268111036,803.62,784.17,nan,1.5886,47.43
2023-05-16 00:00:00,813.641207320555,813.641207320555,800.1113205928083,801.7174072265625,32722086,-0.5733970474805616,803.61,784.87,nan,1.5556,50.45
2023-05-17 00:00:00,803.0314612780545,803.0314612780545,791.0346460503185,797.4102172851562,30466868,-0.5372454062468779,803.55,785.43,nan,1.5575,46.8
2023-05-18 00:00:00,802.0580796447568,804.953835962047,798.1645938212387,800.5980224609375,49646942,0.3997697930977484,803.51,786.06,nan,1.5579,46.19
2023-05-19 00:00:00,802.0581085513332,803.0314800422937,794.0521518021368,801.5227661132812,30460332,0.11550661210744106,803.36,786.84,nan,1.5558,45.05
2023-05-22 00:00:00,800.5980440930408,804.4428733296279,794.6117857136817,798.6756591796875,28334032,-0.35521223525563084,803.01,787.27,nan,1.5572,43.94
2023-05-23 00:00:00,802.5447954516952,802.8367950174272,794.9768083346355,796.8018798828125,22470074,-0.23461079292181886,802.23,787.54,nan,1.5449,41.7
2023-05-24 00:00:00,792.1053982534182,795.6095118101778,785.3160965486113,786.3868408203125,33588112,-1.307105232235617,801.51,787.58,nan,1.5399,27.84
